Id,SalePrice
1461,107422.18843969097
1462,151708.12118235277
1463,168524.39229449094
1464,181679.8354725344
1465,184339.98862157622
1466,173269.73457854427
1467,187611.35028214427
1468,161082.3983246165
1469,199844.43725745426
1470,109011.80604384118
1471,198789.2855351828
1472,104171.01843410125
1473,86183.13547296729
1474,147752.81692618132
1475,107331.1963373085
1476,347045.587078162
1477,239363.06267202902
1478,303218.8310696655
1479,295404.95151334256
1480,422342.41064347
1481,274838.74459668854
1482,210594.83016256662
1483,177828.72546640038
1484,170378.31933404575
1485,198406.5949029345
1486,208598.46868481836
1487,297695.88159585884
1488,233049.8109670179
1489,185870.8150374773
1490,240412.59661520412
1491,210858.46347964136
1492,91086.86951677036
1493,197003.44510872033
1494,288722.3358715684
1495,266545.3651072779
1496,245879.6380472323
1497,171087.25288533466
1498,169342.6016610046
1499,165659.74648722121
1500,158348.73401592742
1501,199649.64248875435
1502,147918.96074357606
1503,278616.6320412881
1504,242349.88494751276
1505,219387.97952508088
1506,192418.12882530317
1507,246723.75456989976
1508,205381.32739824406
1509,149047.61776961805
1510,131219.35270873853
1511,154293.0579759453
1512,177395.63157412875
1513,153186.46484605875
1514,134843.3060235486
1515,203062.97069485113
1516,168727.0539357164
1517,166308.01704144152
1518,120243.94380268641
1519,229892.3334784708
1520,127458.49737622403
1521,118901.91815374652
1522,191712.63769104145
1523,95367.04503589659
1524,125221.84711785289
1525,93894.69953011745
1526,84829.06928426097
1527,86708.90654309094
1528,148563.87437329488
1529,135318.15223044506
1530,198620.57943622395
1531,147628.93479575682
1532,100485.98412905983
1533,163808.80709396536
1534,152336.58481753827
1535,158222.82471339288
1536,104308.0684857464
1537,39012.6776344548
1538,166173.80707402364
1539,228602.93310919777
1540,104492.68941345275
1541,139783.03168434533
1542,147821.1162000182
1543,192840.95033623697
1544,91303.53790394915
1545,112887.85101213446
1546,136262.20459890505
1547,150532.63250886137
1548,133709.89967577602
1549,106452.36377246864
1550,136266.60261110775
1551,137771.94063239382
1552,147397.37281747
1553,154384.9424790321
1554,121407.54474863107
1555,162225.0483464813
1556,71616.23629356828
1557,103924.30081406469
1558,116124.25938497903
1559,74562.55406632111
1560,136423.84158688295
1561,131945.18885363964
1562,131539.56126172096
1563,114160.0401965843
1564,157320.82598880678
1565,130492.74867392378
1566,241547.61984291673
1567,79524.43777477928
1568,237939.4760340259
1569,131772.23873587605
1570,141520.55888351705
1571,100127.24971485324
1572,139970.96920586238
1573,254754.79336117674
1574,111718.34505326208
1575,226858.59438797878
1576,241268.0603268873
1577,194786.89056327473
1578,152882.25889502373
1579,123017.83841361664
1580,195054.67904202337
1581,164442.43218572577
1582,124344.52498914604
1583,288012.04967850074
1584,226961.80370811094
1585,150288.15094215726
1586,43466.49603293836
1587,106821.09892439074
1588,154142.59239693172
1589,101233.59168030717
1590,131088.1946795974
1591,64932.613012915244
1592,132243.70117953094
1593,126594.53105443064
1594,128924.16291894694
1595,104392.41630589683
1596,227526.00907360297
1597,168975.33131065825
1598,193014.67650889652
1599,190046.3421127014
1600,187603.32829181012
1601,27969.329505302245
1602,116983.63551820093
1603,71684.10087993857
1604,272901.3608876469
1605,248186.66121054278
1606,163285.88155478705
1607,164321.44801492197
1608,222132.45573575515
1609,187887.34171882248
1610,142851.9848026454
1611,131124.91588356998
1612,188465.81842277618
1613,158548.23899497977
1614,133332.69384429208
1615,69899.61500256043
1616,46579.94300621562
1617,67207.43400773918
1618,109993.78766295314
1619,152427.24122074503
1620,156607.59783149743
1621,132599.65428143577
1622,154713.69983078586
1623,264111.54980718764
1624,213483.14421459357
1625,120252.85374199739
1626,177409.1650050797
1627,183935.11627261853
1628,277074.466970515
1629,175269.37678469298
1630,320040.2787048938
1631,206083.10698496364
1632,220713.94895683136
1633,183711.1252438149
1634,189566.27091180207
1635,188292.7357785874
1636,159809.71732983622
1637,193561.63415014697
1638,200550.77465601196
1639,174409.2116670939
1640,261623.10904213693
1641,179282.0381281732
1642,252264.96517055854
1643,219135.24437378207
1644,230442.0815858026
1645,232035.88293739455
1646,164896.78416960733
1647,159453.07655566605
1648,127815.24890820705
1649,139479.14386081975
1650,96349.20739444043
1651,105564.11882294482
1652,106028.99967897218
1653,105673.80457775877
1654,146184.69686131785
1655,144128.38752881344
1656,140786.07534485403
1657,147304.66170033533
1658,150387.51582168415
1659,108054.45827997057
1660,150299.65455712005
1661,411401.14160326705
1662,339654.2157908394
1663,371393.76080312696
1664,432497.3637873321
1665,319379.36475354433
1666,296164.10432674084
1667,345341.0502614577
1668,351965.8361674757
1669,312814.68574291654
1670,343359.2552353565
1671,255476.14560374152
1672,382248.3154235999
1673,279933.56703843456
1674,248610.53801123286
1675,205162.88045924925
1676,208775.06837986223
1677,206575.73637584993
1678,418204.03821529215
1679,344841.1297571985
1680,319156.0573003255
1681,278683.18553709914
1682,287134.4401787445
1683,188658.8741412314
1684,188871.04627689556
1685,196877.67869496462
1686,176468.40433218773
1687,185777.88860697486
1688,205088.8720130555
1689,210331.60786359338
1690,212189.2689706944
1691,202650.81135465112
1692,275288.25770965894
1693,185997.91298136348
1694,184327.77907359856
1695,165218.99225980905
1696,266780.2016406157
1697,162397.59630398662
1698,303131.8369045984
1699,317778.6897650878
1700,242131.6675309376
1701,268753.83106085355
1702,246902.4100198904
1703,236412.57537073595
1704,276258.841858882
1705,268606.5080971909
1706,382238.5967481127
1707,216422.42889036983
1708,204564.82652450865
1709,261342.41888877098
1710,227907.18117198162
1711,279494.03299471573
1712,249260.13065129844
1713,267634.7089418685
1714,223674.5195857454
1715,212440.4357955046
1716,178579.25337458542
1717,181718.95233386895
1718,128640.95075787604
1719,215519.98052762216
1720,254090.01417707885
1721,174408.9407115169
1722,117865.39982670476
1723,158515.201532498
1724,210576.8910258296
1725,241765.75251839217
1726,194287.64786157617
1727,152616.18644206086
1728,197435.38131063525
1729,157709.70546278264
1730,166903.29319048137
1731,127670.54036115576
1732,116186.3858871737
1733,101719.24862947827
1734,110620.03387629683
1735,141859.33217995777
1736,99947.33697160287
1737,278959.33404716244
1738,234147.90898063453
1739,260117.41368184704
1740,202171.3062714585
1741,188070.34376409533
1742,181652.0379591945
1743,188467.7002739939
1744,318776.46403531707
1745,214792.24790910282
1746,202915.25970658357
1747,217683.11463530455
1748,224597.5393428451
1749,159799.34350416414
1750,136048.88902751263
1751,257949.81828743056
1752,105877.11920571467
1753,150200.8692113459
1754,200337.2970566142
1755,181465.7508865737
1756,126925.22782944003
1757,108146.51317432942
1758,142742.8134401897
1759,153973.56715776748
1760,164952.2047539237
1761,149150.5753893049
1762,175874.47275972366
1763,179805.86917464202
1764,101065.2240814711
1765,182398.32559703384
1766,188100.77012990508
1767,226837.77117868583
1768,140565.76244477415
1769,169169.39767991845
